date_range_start,cluster,cdi,population,cdi_per_capita
2020-09-14 00:00:00-04:00,1,18498.390345513744,2016402,0.009173959530646045
2020-09-14 00:00:00-04:00,2,28715.84724901501,2115896,0.013571483309678268
2020-09-14 00:00:00-04:00,3,33866.58752851215,2763460,0.012255139400791816
2020-09-21 00:00:00-04:00,0,19114.714652091072,1523534,0.012546300018306828
2020-09-21 00:00:00-04:00,1,18985.72547910647,2016402,0.00941564503462428
2020-09-21 00:00:00-04:00,2,28851.491275350792,2115896,0.013635590442701715
2020-09-21 00:00:00-04:00,3,34230.38448699049,2763460,0.01238678485919481
2020-09-28 00:00:00-04:00,0,18856.026610541936,1523534,0.012376505290030898
2020-09-28 00:00:00-04:00,1,18987.650127861183,2016402,0.009416599531175423
2020-09-28 00:00:00-04:00,2,28801.41563733796,2115896,0.013611924044158107
2020-09-28 00:00:00-04:00,3,34239.39360470323,2763460,0.012390044945359528
2020-10-05 00:00:00-04:00,0,18663.610581404177,1523534,0.012250209435039964
2020-10-05 00:00:00-04:00,1,18520.469000216344,2016402,0.009184909060899735
2020-10-05 00:00:00-04:00,2,28427.27495249487,2115896,0.013435100284935966
2020-10-05 00:00:00-04:00,3,33792.03457431465,2763460,0.012228161281261408
2020-10-12 00:00:00-04:00,0,19133.293845792195,1523534,0.012558494819145616
2020-10-12 00:00:00-04:00,1,19461.1924420252,2016402,0.009651444722840585
2020-10-12 00:00:00-04:00,2,29405.605515622774,2115896,0.013897472047597224
2020-10-12 00:00:00-04:00,3,35401.67940514262,2763460,0.012810635726640738
2020-10-19 00:00:00-04:00,0,18546.830054138925,1523534,0.012173558354548652
2020-10-19 00:00:00-04:00,1,18913.06133332383,2016402,0.009379608497374943
2020-10-19 00:00:00-04:00,2,28580.46898697095,2115896,0.01350750178031952
2020-10-19 00:00:00-04:00,3,34861.25270822543,2763460,0.01261507411296904
2020-10-26 00:00:00-04:00,0,18137.89652138799,1523534,0.011905147191587447
2020-10-26 00:00:00-04:00,1,18466.826849067013,2016402,0.009158306155750199
2020-10-26 00:00:00-04:00,2,27955.193066013835,2115896,0.013211988238558904
2020-10-26 00:00:00-04:00,3,34198.142563932226,2763460,0.01237511762932419
2020-11-02 00:00:00-05:00,0,17517.751186278667,1523534,0.011498103216783257
2020-11-02 00:00:00-05:00,1,18147.8960879015,2016402,0.009000137912926837
2020-11-02 00:00:00-05:00,2,27034.018679423014,2115896,0.01277662922914123
2020-11-02 00:00:00-05:00,3,33628.00681181425,2763460,0.012168805342510566
2020-11-09 00:00:00-05:00,0,17089.496559977528,1523534,0.011217010293158886
2020-11-09 00:00:00-05:00,1,17537.986092952004,2016402,0.008697663508046512
2020-11-09 00:00:00-05:00,2,26192.6675791633,2115896,0.012378995744196927
2020-11-09 00:00:00-05:00,3,32981.30048409097,2763460,0.011934784829196358
2020-11-16 00:00:00-05:00,0,16414.195529755656,1523534,0.010773763847577842
2020-11-16 00:00:00-05:00,1,16901.42814593831,2016402,0.008381973508228176
2020-11-16 00:00:00-05:00,2,25004.97457975682,2115896,0.011817676568109598
2020-11-16 00:00:00-05:00,3,32639.181078394537,2763460,0.011810983722722435
2020-11-23 00:00:00-05:00,0,15891.533633474217,1523534,0.01043070494880601
2020-11-23 00:00:00-05:00,1,16355.747251758494,2016402,0.008111352424644735
2020-11-23 00:00:00-05:00,2,24161.61837003062,2115896,0.011419095442323546
2020-11-23 00:00:00-05:00,3,32333.545696195717,2763460,0.011700384914634451
2020-11-30 00:00:00-05:00,0,,1523534,
2020-11-30 00:00:00-05:00,1,,2016402,
2020-11-30 00:00:00-05:00,2,,2115896,
2020-11-30 00:00:00-05:00,3,,2763460,
2020-12-21 00:00:00-05:00,0,,1523534,
2020-12-21 00:00:00-05:00,1,,2016402,
2020-12-21 00:00:00-05:00,2,,2115896,
2020-12-21 00:00:00-05:00,3,,2763460,
2020-12-28 00:00:00-05:00,0,,1523534,
2020-12-28 00:00:00-05:00,1,,2016402,
2020-12-28 00:00:00-05:00,2,,2115896,
2020-12-28 00:00:00-05:00,3,,2763460,
